brand,events,views,carts,purchases,users_chunk_sum,revenue,avg_price
luxell,18857,18323,417,117,7646,7159.900000000001,79.90383358345277
luxking,44,44,0,0,34,0.0,109.4284375
luxor,55,55,0,0,39,0.0,42.101858974358976
luxuryconcept,306,280,20,6,199,345.96,57.66
luxvisage,9577,9303,215,59,4831,198.46,3.6184166350614975
lykan,20,17,2,1,4,34.75,34.75
lysva,241,234,6,1,118,149.71,135.47680417321126
lysvenskieemali,378,376,1,1,271,48.84,51.597772021456805
m-audio,23989,23032,644,313,11640,39308.35,138.94823569713105
m-wave,206,189,13,4,110,449.69999999999993,111.12511863999487
maak,2835,2792,38,5,1457,312.5,56.25101151473157
maakavto,15,15,0,0,11,0.0,46.37
machaon,17437,16726,513,198,10164,5588.49,29.847933632438476
machete,8394,8189,144,61,4450,3384.81,55.90742692662782
machineboy,341,336,4,1,245,4.88,9.17425388808722
mackie,118,115,3,0,78,0.0,565.0067999999999
maclaren,1094,1077,14,3,586,853.4300000000001,362.1166211451006
maclay,452,446,5,1,293,23.72,29.672472859977322
mad,1503,1495,4,4,1121,128.07,52.092648066382274
madamecoco,2353,2238,90,25,1180,812.59,19.962030406569948
madcat,591,584,4,3,408,153.85,36.142550693899686
madguy,232,230,1,1,189,38.61,28.134186738648946
madina,908,853,36,19,494,867.52,45.76314653025414
maestro,5513,5400,83,30,3557,1535.1499999999999,49.81099189581956
magaudio,36,36,0,0,29,0.0,347.31115384615384
magellan,7421,7240,129,52,4261,845.98,16.046507204002477
magformers,1066,1039,24,3,531,176.51999999999998,79.73725241021448
magiazolota,948,911,32,5,614,1063.96,394.23702183442276
magic,567,536,27,4,300,97.06,24.58373720485244
magicbeartoys,1108,1037,58,13,715,441.5,36.79799742677922
magicblooms,1,1,0,0,1,0.0,13.26
magicstones,3864,3728,88,48,2108,10492.36,252.23630678086286
magictrack,678,665,9,4,533,140.91,33.25800969001128
magkijson,141,141,0,0,97,0.0,32.944490049751245
magma,1920,1748,132,40,916,4542.89,117.12320852935271
magnat,37,37,0,0,26,0.0,84.94
magneticbike,413,401,9,3,250,386.04,128.68
magnetta,124541,121669,2178,694,47988,161555.66,264.99341685478555
magniflex,115,114,1,0,64,0.0,116.82
magnit,81,79,2,0,59,0.0,22.74062337662338
magnitoj,186,183,2,1,132,31.62,31.62
mahaon,18,18,0,0,11,0.0,7.159999999999999
maidou,275,267,7,1,133,38.59,42.02
maisonfranciskurkdjian,3336,3222,80,34,2088,7611.46,436.7616265645383
maisto,5620,5526,72,22,3644,621.0699999999999,29.700667142474963
maja,222,216,5,1,149,58.17,59.86918367346938
majescogames,182,182,0,0,159,0.0,41.16
mak,3808,3712,79,17,2585,14003.53,917.5534140784238
makarena,185,185,0,0,165,0.0,230.75884057971012
make-upatelier,2184,2068,97,19,1152,963.49,49.857836537342166
makeblock,3284,3250,19,15,2182,5098.61,419.1272705348889
makers,746,735,11,0,503,0.0,116.69984198377003
makita,205166,201362,2744,1060,77097,293529.64,317.27121304511996
makstton,286,285,1,0,240,0.0,516.110145909646
malamalama,104,102,1,1,71,4.97,6.801126666666667
malka-zmalka,149,149,0,0,106,0.0,5.512923351158645
malushen,2338,2324,8,6,1844,508.14,84.69
malva,326,320,4,2,213,9.91,2.8738519132858755
malvacosmetics,342,326,14,2,230,10.3,3.9092340623791606
malys,198,195,2,1,144,7.92,11.37376877851878
mam,74,74,0,0,59,0.0,65.5223717948718
mamadoma,6214,6068,103,43,3288,4006.54,91.2920650406969
mamako,243,234,7,2,144,47.1,26.81217549117549
maman,997,992,3,2,736,143.42000000000002,78.36505284672883
mammie,612,612,0,0,509,0.0,45.19997675548852
mammut,5337,5113,139,85,2546,3384.85,39.53541655853909
mamut,151,145,3,3,80,53.28,17.76
manaus,1467,1434,25,8,1181,1326.16,165.77
mancera,12029,11608,293,128,4752,14737.4,125.80510016233988
manfrotto,7595,7426,119,50,3745,10065.32,422.33965216321184
mangokids,2,2,0,0,2,0.0,32.69
manhattan,2255,2175,56,24,1511,523.1,17.406660560020622
manke,3268,3203,49,16,1943,4460.0,253.30370499461694
mannivanoviferber,6,6,0,0,6,0.0,15.331666666666665
mantra,12994,12893,80,21,6745,2513.15,150.56358557331555
manuoki,3099,2757,257,85,1555,1157.46,13.618535865625578
maomaoku,19732,19316,269,147,10188,50097.3,345.5106410452224
maono,320,290,19,11,159,705.55,66.3760466916806
mapei,509,507,2,0,350,0.0,7.639020031528593
mapex,5572,5514,45,13,2655,9123.789999999999,1028.1108477426194
marcella,5089,4938,107,44,2673,5080.41,117.26315258128176
marcher,60,58,1,1,45,45.48,322.66533333333336
marching,284,260,18,6,168,216.23999999999998,36.04
marcjacobs,457,453,2,2,326,332.65999999999997,227.29055244486054
marcomen,17988,17711,155,122,11811,9731.01,74.54562318517095
marcomenti,27245,26938,227,80,17867,12234.52,153.79479764021454
marcotozzi,2322,2256,52,14,1726,784.1,53.32003396734775
marcotozzipremio,1056,1034,19,3,708,194.86,65.78536823313138
mariaiskusnica,58,58,0,0,33,0.0,20.90522222222222
marianplast,289,289,0,0,253,0.0,61.519999999999996
maribel,12816,11936,645,235,5765,26178.760000000002,109.45006106166294
mark,60,59,1,0,40,0.0,44.351647619047625
markbass,759,740,12,7,311,7166.48,985.9328922770428
marker,68,68,0,0,50,0.0,489.2193518518518
market,26,26,0,0,18,0.0,7.2
markjacobs,85,81,4,0,53,0.0,53.899899122807014
marko,17,17,0,0,16,0.0,66.93
markwins,1711,1686,24,1,932,6.02,18.491533315680435
marley,3096,2960,109,27,1422,1556.4,66.5690213605759
marmiton,623,599,17,7,437,50.03,6.958730384919064
mars,2704,2560,115,29,1372,1338.94,60.51827927765997
marshal,6550,6473,38,39,4812,2368.07,62.142886535219716
marshall,69302,66141,2321,840,28289,94587.22,155.54708861115296
mart,71770,68124,2801,845,29949,43580.21,93.01573250028412
marta,3211,3170,34,7,2337,177.47,23.50651856713287
martinex,1,1,0,0,1,0.0,23.14
martinez,91,90,0,1,48,128.19,153.71950498575498
maruemsta,102,98,2,2,65,20.58,10.29
marusa,454,453,1,0,329,0.0,79.50382133099141
marvel,236,233,3,0,166,0.0,35.2947372748779
masaimedved,261,253,6,2,209,10.89,11.934716317129583
masei,4817,4813,1,3,4164,925.89,308.63
masi,411,403,8,0,192,0.0,589.8165772357723
masima,434,412,15,7,188,288.33,40.009787234042555
massagie,2524,2418,80,26,1580,863.46,33.21
masseffect,1344,1255,71,18,658,247.07999999999998,13.984622542653085
masstone,11424,10643,613,168,5553,3047.7,16.55902104467677
mastela,5678,5456,164,58,3269,4178.469999999999,72.03011298924237
master,4423,4356,45,22,2958,1899.34,140.2498392608497
masterbrilliant,4838,4726,81,31,2840,13706.83,506.0083729330709
mastercraft,522,513,8,1,398,38.35,119.79248321161596
masterfish,519,517,1,1,328,89.62,92.59417929489584
masteriq,1212,1161,37,14,671,228.24999999999997,12.89256694666747
masters,25,25,0,0,20,0.0,23.515454545454546
masteryard,580,577,0,3,343,1891.95,1184.1752316742827
mastrad,382,382,0,0,299,0.0,54.689289113553116
matador,231625,208878,17466,5281,108997,342210.63,65.01756637254108
matebo,14,14,0,0,10,0.0,23.47
mateus,9865,9514,270,81,4153,22689.99,284.37408963852766
matex,34,34,0,0,31,0.0,22.08909090909091
matrix,101191,99165,1472,554,56483,32015.43,70.23568508555705
matrol,127953,122523,4172,1258,55035,111331.76,110.32617561995941
mattel,62704,60371,1935,398,28521,11744.93,37.633771958992206
mattnawill,739,717,16,6,471,463.32,79.74924803442691
mauboussin,751,722,22,7,420,391.49,55.38114209539641
maunfeld,18599,18098,366,135,8269,21024.25,183.89259697800298
mauricelacroix,345,327,12,6,159,6598.86,785.6953666738317
max,6958,6631,232,95,3706,5725.0,61.33101136407869
max-pro,40,40,0,0,33,0.0,129.31866666666667
maxcare,7,7,0,0,7,0.0,1.67
maxchristmas,4,4,0,0,4,0.0,31.72
maxcity,2427,2301,97,29,1498,1253.59,41.906834827735835
maxcolor,347,341,4,2,231,154.44,77.22
maxfactor,418,390,25,3,252,24.17,7.122350825178556
maxi,784,751,20,13,387,393.04,30.510141990096074
maxi-cosi,4091,4056,23,12,2000,2188.35,238.72993155050222
maxima,8719,8458,208,53,5015,1667.63,31.988708707995464
maximumpowernutrition,12,12,0,0,9,0.0,56.217777777777776
maxion,524,524,0,0,385,0.0,351.56340548891313
maxler,24014,22904,771,339,9339,8827.25,24.18833528944422
maxmara,379,372,5,2,304,608.51,304.8738231926407
maxpro,2874,2676,146,52,1274,21148.399999999998,406.7
maxtrek,25003,23973,779,251,15106,17280.54,67.90975561760574
maxvi,41608,40444,872,292,18934,4157.65,18.03206603588994
maxwell,236878,224727,9205,2946,121838,88301.97,30.00570297448713
maxxis,195103,180599,11203,3301,86555,256498.32,87.49389105974338
maybellinenewyork,607,574,29,4,389,22.17,7.547515119870384
maysternya,32,32,0,0,20,0.0,34.596
maysun,363,354,8,1,225,67.93,101.12941644018488
maytoni,607,595,8,4,356,333.55999999999995,88.65276171290166
mazzini,28283,25246,2457,580,14102,23882.07,44.17373845269473
mbs,7212,7011,154,47,3305,5145.48,119.20992218373677
mc,338,332,5,1,230,41.74,59.61740693765157
mccan,184,175,8,1,106,321.73,321.73
mcculloch,457,452,4,1,313,253.11,182.28566839881918
mcfr,661,632,24,5,437,96.55,19.31
mdlab,118,118,0,0,89,0.0,144.15
mdv,523,510,11,2,280,206.32,410.2366716811194
meade,13836,13530,226,80,6448,13667.63,508.0243910929999
meanlove,234,233,1,0,206,0.0,7.7
measy,632,631,1,0,398,0.0,128.7
mebberi,7563,7430,102,31,4008,25822.24,825.06601172227
mebbery.kz,150,150,0,0,102,0.0,468.43
mebberykz,1187,1183,2,2,716,1281.83,642.9916129032258
mebelazii,13806,13547,206,53,8464,9286.08,346.75686679339054
mebelcon,86,83,3,0,53,0.0,70.63211178107608
mebelev,2438,2410,21,7,1605,3410.62,487.4380096308186
mebelgrad,10659,10355,236,68,7855,3323.84,48.88
mebelloft,19,19,0,0,14,0.0,146.7247619047619
mebels,2125,2057,58,10,1374,1215.0,121.5
mebelservice,7903,7713,159,31,5279,10782.52,355.1261537832805
mebelson,21685,21451,189,45,13850,9052.48,247.61458901110214
mebelswow-rn,14816,14319,386,111,8494,11044.9,100.23254137787654
meccano,60,60,0,0,47,0.0,42.549471544715445
mecta,1377,1358,13,6,935,262.56,37.31949423468321
medalist,2409,2329,56,24,1022,2614.46,101.2653839657013
medela,2683,2633,32,18,1646,2258.9700000000003,117.8234063780212
medeli,6017,5861,111,45,2734,17694.13,546.8296110414506
mediheal,871,819,35,17,496,403.57,9.860069865926668
medisana,5,5,0,0,5,0.0,43.732
medtextile,1806,1732,57,17,849,181.42,12.087392947913171
medvedko,21,21,0,0,10,0.0,18.63392857142857
mefferts,145,142,3,0,102,0.0,7.106130769230769
mefro,2447,2350,85,12,1540,640.94,75.73180750358699
megasaurs,264,259,4,1,198,8.96,14.922398561507936
meguin,911,904,4,3,538,46.839999999999996,15.276896421426374
mei-cha,13,13,0,0,11,0.0,4.5
meike,170,166,2,2,132,158.24,79.12
meinl,2506,2415,66,25,1342,1844.59,59.00646300264566
meizer,1494,1403,86,5,1022,16.35,3.4487895544399363
meizu,594157,573494,14125,6538,214025,790951.51,152.57395716521663
mekkan,966,962,2,2,637,116.66,62.70589542705006
meliconi,246,241,4,1,145,39.13,39.13
melidadi,357,355,2,0,267,0.0,11.804851709401708
melissadoug,136,131,3,2,110,47.599999999999994,25.485557596632223
melitta,14729,14399,264,66,8131,11426.99,364.63330997382326
mello,7,7,0,0,4,0.0,12.69
melomanpublishing,6,6,0,0,5,0.0,7.7
memo,1958,1934,18,6,987,1509.25,329.7026601838004
mengbadi,368,367,1,0,257,0.0,21.69
mentor,753,731,19,3,597,84.87,28.258105590062115
merach,874,855,13,6,460,3281.9399999999996,519.4070454312251
mercedes,7223,6961,171,91,3979,20982.79,232.5895011901372
mercedes-benz,83,80,2,1,47,51.06,51.06
mercedesbenz,4893,4645,196,52,2771,6428.8099999999995,122.8626975308642
mercury,14134,13900,164,70,6287,105116.46,1579.4324072596105
mercusys,1649,1621,22,6,872,158.04,19.04055074572693
merealni,1680,1647,26,7,1231,211.07,37.714651811378346
merejbaspasy,668,604,52,12,432,138.96,11.664748704881616
merelani,115292,113534,1265,493,52018,40375.82,97.89090492661198
merida,173,172,1,0,108,0.0,580.45
merkurij,1761,1678,65,18,794,3681.57,204.61342562370237
merlin,72,72,0,0,59,0.0,47.589999999999996
merries,9108,8339,493,276,4635,5231.4800000000005,19.030302110091057
merry,1476,1452,21,3,830,88.05,29.59826674787811
merrylock,992,970,18,4,477,2141.87,561.1764815569253
mersco,6044,5668,281,95,3721,7987.06,83.30477385297185
mersedes-benz,1522,1459,47,16,866,3188.9900000000002,203.61792323972796
merzuka,574,572,1,1,430,27.6,33.112385391830394
messer,135,134,1,0,95,0.0,573.597113507961
metabo,42840,42509,256,75,19822,21714.23,485.1887842228775
metalac,16,15,1,0,8,0.0,92.42
metalions,3954,3825,109,20,2675,1248.35,49.116509437990764
metallicgear,27,27,0,0,25,0.0,124.19052631578947
method,383,379,4,0,296,0.0,1405.9132872474747
metoo,130,125,5,0,91,0.0,13.385220588235294
metoyou,261,234,23,4,152,30.39,9.9588
metrot,2980,2948,26,6,1886,331.51,54.279993266580156
metsui,1790,1747,26,17,1159,859.95,53.85638559275596
mexx,4463,4265,149,49,2418,978.48,19.38194656992631
meze,67,63,4,0,37,0.0,58.543437499999996
mezizdat,48,42,5,1,31,6.23,5.032820512820513
mfmaster,103,88,10,5,49,484.6,105.24676470588236
mgaentertainment,3291,3180,88,23,2116,4001.65,349.5467905600933
mgaintertainment,350,345,4,1,230,14.16,77.38839015873016
mhp,192,179,11,2,116,76.96,36.42879563492063
mi-mi-miski,5,5,0,0,4,0.0,22.39
mibb,3546,3534,4,8,2495,2676.79,454.5984509059936
mica,354,353,1,0,254,0.0,33.33332683150183
micallef,282,279,3,0,157,0.0,142.5777217257256
michaelkors,6202,6069,93,40,3698,12130.210000000001,297.7249686130366
michelin,158835,149363,7078,2394,75540,293896.79,126.11643433959317
micio,2144,2086,34,24,1146,2568.93,110.8910537240235
micmax,2879,2749,86,44,1325,942.18,24.602272534350423
micro,2232,2189,33,10,1064,999.98,103.2899191125918
microfire,960,955,5,0,517,0.0,262.0085731575218
microids,4,4,0,0,3,0.0,43.73
microlab,102134,97667,3095,1372,31087,74183.77,66.24441434921809
micromax,2170,2157,12,1,1619,84.85,82.75560862823673
micron,320,317,1,2,153,292.92,199.29515876863564
microsoft,104009,99680,3167,1162,46427,362298.22,422.05932447045217
microsoftxboxone,343,322,17,4,217,308.8,77.2
micuna,2692,2681,8,3,1869,1959.47,533.8971478891399
midea,683329,642856,29817,10656,256371,1555240.57,196.2516244557869
mideer,355,352,2,1,267,12.97,25.507389657856763
mido,4856,4824,26,6,2438,4557.12,1068.8900792624959
midou,58,58,0,0,33,0.0,38.59
midzumi,207,204,3,0,138,0.0,135.85119648869647
miele,2123,2058,48,17,942,4314.86,336.31036646399946
miescarpe,68,67,0,1,49,10.04,10.04
mif,8432,8284,116,32,4261,8802.48,309.59821343958697
mifold,359,359,0,0,266,0.0,61.52
mig,36,35,1,0,25,0.0,24.342678571428575
miif,2556,2461,78,17,1733,285.78000000000003,13.742376164279118
mijia,8418,8210,149,59,5369,4762.37,80.79252343242771
mikasa,604,562,37,5,253,296.0,59.2
mikma,57,54,2,1,39,33.78,28.10812026862027
mikrotik,1492,1471,17,4,738,219.15,58.01702056239511
milan,134,134,0,0,103,0.0,28.684338001867413
milano,4457,4347,91,19,2507,3395.06,396.67527286264595
milat,10078,9962,96,20,5583,5854.59,168.81856796666528
milavitsa,106558,105752,622,184,43487,4716.64,30.540484152110743
milight,858,851,7,0,428,0.0,7.006900802900803
military,28,28,0,0,20,0.0,61.13117647058824
milk,76,71,5,0,54,0.0,2.101269841269841
millenium,59,59,0,0,46,0.0,72.07
millet,473,465,6,2,299,262.04,134.22881569469376
millionaire,25023,24426,441,156,16058,11887.039999999999,72.22255098726163
milwaukee,11860,11790,50,20,5209,4141.13,504.57151008920073
mima,7688,7633,34,21,4924,8518.09,681.0826470687632
minecraft,996,952,40,4,669,45.2,8.31240254945464
minelab,1678,1658,14,6,858,5637.21,963.3134279113278
minerva,6197,5877,255,65,3646,4811.04,70.65475759535735
miniland,1,1,0,0,1,0.0,106.28
minimen,1514,1495,15,4,1028,158.57,41.93742010304491
minimotors,4237,4179,47,11,2066,16880.73,1684.8156079946511
minizone,225,206,14,5,100,58.449999999999996,14.672018777518778
minony,32,32,0,0,29,0.0,20.538681818181818
mio,8580,8430,120,30,4214,3755.12,124.44226906002335
miolla,704,700,3,1,473,92.12,64.56122649425724
mioshi,156,151,4,1,131,2.02,2.02
mipow,3,3,0,0,3,0.0,64.33
mir,28,24,3,1,14,385.85,386.9225
miracase,1195,1131,53,11,762,269.95,22.255129087192522
miracle,200,198,2,0,142,0.0,11.616383303938859
miracletrees,113,113,0,0,100,0.0,922.6438481116585
miraculous,1495,1453,36,6,882,91.28999999999999,22.108929141865424
mirage,11363,10806,373,184,6323,14583.11,69.32893446994552
mirax,143,141,1,1,75,27.92,25.87748108747045
mirdetskihplosadok,85,85,0,0,66,0.0,657.9300000000001
mirex,72,71,1,0,51,0.0,45.828709677419354
mirodel,70,69,1,0,45,0.0,27.04719654528478
miromaks,48,47,1,0,39,0.0,22.45344827586207
miromax,50,50,0,0,35,0.0,20.204375
mirra,188,187,1,0,128,0.0,96.07713930348258
misfit,503,502,1,0,372,0.0,256.9606766917293
missha,21930,21268,476,186,9909,4214.22,23.380673363112585
misstais,41,40,1,0,31,0.0,1.6700000000000002
misty,3381,3287,63,31,1737,3411.17,125.82829126483217
mitas,65,65,0,0,51,0.0,271.43895962732915
mitasu,10782,10540,186,56,5579,1442.43,25.516706896187024
mitre,1101,1091,5,5,775,284.45,59.14523809523809
mitte,493,485,6,2,329,45.26,22.63
miumiu,59,59,0,0,49,0.0,61.802926829268294
mizon,469,448,19,2,233,26.389999999999997,13.228703827882658
mjx,1165,1153,5,7,779,3313.12,473.2088657890291
mltl,9848,9844,4,0,5043,0.0,35.43152511520649
mmicallef,238,215,13,10,108,1982.05,233.16120790628688
mobil,17599,17168,282,149,8843,4623.11,30.962978571935686
mochtoys,1503,1436,47,20,845,4296.16,220.8136518680578
modern,4787,4472,221,94,2762,2652.93,92.15532983615246
mof,84,82,1,1,69,29.34,29.32148148148148
mojangelok,1301,1275,19,7,680,467.62,77.53507576946862
mojdodyr,542,529,8,5,421,622.54,372.3818371986377
mojmalys,323,320,2,1,235,76.19,89.75769356261023
moldabela,29699,29183,349,167,13515,25248.36,145.30478418568475
molfix,64,64,0,0,36,0.0,5.6691071428571425
moliabal,9447,9357,64,26,5964,869.6899999999999,38.26538850438636
molodaagvardia,5,5,0,0,3,0.0,12.81
molodecnomebel,1012,1004,8,0,643,0.0,1306.7410708176535
molten,683,658,21,4,378,491.39,98.37895701971232
molto,52,52,0,0,42,0.0,14.967125000000001
momentum,1927,1912,11,4,718,572.47,154.57602431418923
momert,4444,4331,92,21,2746,1205.15,53.202052467710324
momi,45,45,0,0,39,0.0,25.009464285714284
monchhichi,451,451,0,0,368,0.0,30.919318158953725
mongoose,568,538,26,4,358,789.73,196.87281782604478
monis,11,11,0,0,9,0.0,11.67
monisstil,254,236,12,6,167,132.3,21.767443204699784
monitoraudio,671,668,3,0,403,0.0,1516.9103637581093
monix,35,35,0,0,25,0.0,21.326666666666664
monkey,316,312,2,2,233,82.38,41.19
monro,2581,2551,23,7,1216,209.04,31.52341444513591
monsher,32,32,0,0,21,0.0,165.135
monster,637,631,4,2,461,172.0,67.3436719797381
monsterjam,449,441,5,3,340,97.97999999999999,32.66
montale,190249,181364,6134,2751,74412,257861.8,100.32734106837816
montblanc,33716,31836,1389,491,12950,22848.2,67.21673394812768
moo,203,197,5,1,167,87.93,87.93
moon,4661,4566,65,30,2848,12238.76,318.28159659447084
moongmbh,525,524,1,0,346,0.0,325.8338010973854
moony,3323,2981,224,118,1538,2230.3399999999997,18.81959724663955
moonybaby,2705,2620,59,26,1376,3029.02,118.60274055403808
moose,4151,4065,68,18,2290,453.01,25.881222287538503
moov,2518,2511,5,2,1993,102.82,51.41
mooveandfun,551,548,3,0,475,0.0,108.47822048611111
mopeksbel,1485,1402,60,23,1045,177.1,7.7
mora,5056,4970,63,23,2542,2220.45,93.99766182602201
morakniv,20,20,0,0,10,0.0,19.101999999999997
morel,9441,9289,83,69,4365,5520.87,129.9538464128089
moroshka,65,65,0,0,52,0.0,5.15
moschino,51134,47219,2737,1178,24222,55552.2,51.54078790553098
mosconi,684,676,2,6,460,3397.8,652.4385897611459
moser,14131,13619,363,149,4400,11588.89,81.14190633583162
moshi,112,112,0,0,100,0.0,13.506478873239438
mostykultury,1,1,0,0,1,0.0,12.81
motivyotdyha,230,229,0,1,179,360.6,360.6
motorcraft,55,52,3,0,30,0.0,6.7565
motorguide,6197,6143,45,9,2650,1766.8200000000002,275.5985158622703
motorola,11885,11623,187,75,5692,8781.89,130.26623076289718
motul,6721,6565,111,45,3182,1783.81,37.933168629515755
moulinex,191868,184412,5345,2111,74480,247715.87,128.70680433066053
moulinvilla,352,339,8,5,205,107.53999999999999,24.62402250865624
moxom,2400,2358,32,10,1485,281.46,24.906559517467453
mozaika-sintez,43,43,0,0,31,0.0,10.905688405797102
mozer,388,376,10,2,229,30.38,15.19
mozgamebel,458,452,5,1,286,187.13,247.68142069327732
mr.fun,1,1,0,0,1,0.0,463.33
mr.pixel,121,118,2,1,69,17.93,17.6725306122449
mrm-power,586,571,13,2,293,376.93,189.7363028169014
msb,7,7,0,0,6,0.0,316.58
msi,172945,168662,3164,1119,72959,619447.34,702.8600140627897
mstar,435,429,5,1,263,16.74,48.09971819684056
mth,143,142,1,0,83,0.0,271.4822271622935
mtx,3614,3407,160,47,1641,3490.0099999999998,69.9682571306464
muimui,51,51,0,0,34,0.0,70.39862068965517
mujjo,40,40,0,0,31,0.0,49.12333333333333
munchkin,26,25,1,0,22,0.0,20.289761904761907
muqaba,229,224,2,3,180,17.94,5.398286172161172
muqajankz,23038,22510,394,134,12182,4967.99,35.858768213962676
murager,6294,6001,241,52,3223,7361.78,184.72884767595602
muravej,144,139,4,1,102,25.74,25.74
murcia,58,58,0,0,50,0.0,27.39
murella,32,32,0,0,23,0.0,54.18
murena,17,17,0,0,9,0.0,233.66666666666666
musclepharm,1061,1012,34,15,570,1352.29,75.52244440896392
muscletech,2695,2603,56,36,1396,1667.16,47.26605714407691
musicroom,2599,2581,15,3,1509,2316.66,977.6263652674928
must,256,254,2,0,142,0.0,411.1144262633624
mustang,5,5,0,0,4,0.0,33.46
mustela,1732,1655,64,13,693,218.02,16.732353769099706
mutant,27362,25858,1018,486,12001,21573.44,42.512654180646685
mutlu,14649,14014,463,172,5393,17646.71,109.50974866566911
mutsy,444,439,0,5,291,4.5,609.4464560889136
mw-light,154,154,0,0,123,0.0,55.67443944738389
mydean,4405,4370,25,10,2917,1711.74,200.01100042488432
mykita,101,101,0,0,75,0.0,681.4688571428571
mykronoz,29798,29109,503,186,14671,16897.54,96.72189611726354
mylittlepony,397,385,8,4,253,163.94,34.03139010364652
myprotein,69680,68435,925,320,37806,15366.49,39.9132681501621
mystar,1633,1611,17,5,1093,4504.5,900.9
mystery,18175,17826,194,155,10471,16492.97,65.67560411771053
mz,6896,6751,117,28,3938,931.24,42.37561394229258
nacon,1290,1270,9,11,873,1274.13,115.83
nada,567,560,5,2,504,83.6,46.976600106108606
nadoba,2080,1914,100,66,1119,7273.01,128.49218537552687
nady,81,80,1,0,56,0.0,27.51
nagano,119,119,0,0,84,0.0,350.5812400468384
nakamichi,33880,33017,573,290,17833,23714.72,89.14267856945682
namazu,646,643,2,1,430,16.59,18.593866290812837
nanga,6468,6426,39,3,4726,108.11,33.1319479365032
nania,12614,12372,164,78,4809,4882.78,64.46939776040942
nannic,3,3,0,0,2,0.0,40.8
nanotex,126,123,2,1,53,226.52,226.52
naomi,843,783,47,13,419,1594.93,130.4227997693057
napoleon,147,146,1,0,84,0.0,364.29
naranda,331,316,10,5,142,432.46,99.61027921983609
nardi,49,49,0,0,35,0.0,480.761
narodnyerecepty,435,405,28,2,281,3.08,1.2327905325526685
nasbro,80,77,3,0,59,0.0,23.343603603603604
nascitaprofessional,2270,2175,69,26,1046,825.38,23.88533361613856
nasomatto,14433,13863,404,166,7921,27865.61,171.21766010171567
nathan,50,50,0,0,39,0.0,128.45
native,26861,26481,270,110,18715,15853.2,144.12
natrol,5825,5606,139,80,2485,986.86,12.513458268656025
natur,1284,1258,23,3,892,46.81,13.232566399392988
naturakamchatka,40,39,1,0,33,0.0,2.0460714285714285
naturalist,109,98,7,4,72,7.2,1.74925
naturasiberica,671,651,16,4,388,9.8,4.5836836590698855
naturehike,12772,12612,119,41,6528,2479.47,87.38062783646812
naturepan,14,14,0,0,13,0.0,47.646153846153844
naturerepublic,227,220,4,3,128,30.509999999999998,15.08867149758454
naughtydog,2141,1968,137,36,1417,565.32,17.870705220713074
navi-box,5,5,0,0,2,0.0,257.41
navien,71793,66263,4047,1483,20669,947500.74,665.6604775418498
navigator,191,188,3,0,120,0.0,12.3285
navitel,46297,44979,956,362,23694,35072.07,95.49463575997841
nazadkistokam,433,428,4,1,283,12.23,24.33799474961436
nec,2,2,0,0,2,0.0,123.01
neff,55,55,0,0,42,0.0,942.0141666666667
nella,343,340,3,0,250,0.0,21.99959203324403
nellaotvaznaaprincessa,16,15,1,0,11,0.0,59.88
neman,2584,2565,15,4,1927,3313.3399999999997,1461.6414219113162
neo,49753,49352,304,97,22228,52233.31,672.3376387983338
neobio,8,8,0,0,7,0.0,4.27
neoclassic,1231,1164,52,15,784,96.77,6.4639557386539
neocoregames,14,14,0,0,7,0.0,27.49
neoline,176351,170057,4716,1578,68369,248065.6,164.21076148272238
neposeda,7022,6846,128,48,3982,1239.32,25.720530734443358
neptun,677,668,5,4,407,89.48,28.15824021830872
nereus,40,40,0,0,28,0.0,77.85132205513784
nerf,3781,3627,121,33,1559,1315.9,53.418006231686476
nero,961,937,16,8,568,232.07999999999998,29.159915797190173
neskucnyeigry,207,206,1,0,158,0.0,29.831002040816326
nestogen,12374,11504,639,231,6747,1706.13,7.4832755672221465
netechnics,73792,72912,582,298,35193,230721.08,783.6084336656967
netgear,286,285,1,0,193,0.0,98.58092878401361
netis,225,222,3,0,165,0.0,18.510366972477065
neumann,873,855,13,5,498,3864.31,823.3510575182579
neva,5873,5793,69,11,2515,10059.13,958.1020750609026
neva-taft,1584,1541,36,7,837,395.06,65.17823348253654
newbright,284,275,5,4,215,164.64,41.16
newco,14,14,0,0,12,0.0,204.55
newport,24,24,0,0,23,0.0,223.71272727272728
newsuntoys,10,10,0,0,9,0.0,18.5
nexen,90291,84727,4146,1418,44445,100026.53,74.307391296282
nexpero,135417,133050,1465,902,76902,65679.45,72.15070312120062
next,6479,6192,188,99,3289,6904.99,58.37218043253503
nexttab,22864,22159,490,215,10923,11275.8,53.916879381553805
nexttool,259,255,3,1,179,68.13,86.96734535596417
nexxt,80,79,1,0,46,0.0,5.077435897435897
ngk,3364,3182,161,21,1117,132.3,7.740079884419862
nibk,1,1,0,0,1,0.0,19.31
nicalis,1,1,0,0,1,0.0,15.42
nicecooker,15196,14490,524,182,9142,16679.79,73.70594807595471
niche,104,102,2,0,86,0.0,1621.66
nici,531,520,7,4,397,14.93,3.7371532846715327
nickelodeon,2,2,0,0,2,0.0,17.72
niio,3405,3238,119,48,1481,1524.85,35.49547314363504
nik,13474,13300,133,41,8074,21456.21,722.1063079095701
nika,336248,314813,16154,5281,98877,234446.48,47.90996576023376
